order_id,customer_id,product_id,quantity,unit_price,order_date,delivery_status,payment_method,region,discount_applied
O704432,C00065,P0009,5,27.41,09-07-2025,delivered,Bank Transfer,South,0
O886030,C00462,P0006,2,41.99,10-07-2025, DELAYED,credit card,South,0.1
O788693,C00062,P0030,1,14,30-07-2025,delivered,credit card,East,0.2
O685088,C00176,P0015,5,26.75,30-07-2025,delivered,PayPal,Central,0.15
O762308,C00491,P0010,1,32.61,30-07-2025,Delayed,credit card,South,0.15
O897951,C00320,P0016,2,21.07,30-07-2025,Delivered,credit card,Central,0.1
O500527,C00050,P0028,5,19.46,10-07-2025,delivered,Credit Card,West,0.05
O890022,C00378,P0012,3,42.93,11-07-2025,delivered,Bank Transfer,Central,
O151618,C00378,P0002,1,39.87,31-07-2025,Delayed,PayPal,East,0.15
O789588,C00491,P0015,3,18.89,31-07-2025,Delayed,Bank Transfer,South,0
O338592,C00108,P0003,1,12.4,31-07-2025, Cancelled ,PayPal,East,
O305911,C00311,P0023,4,22.97,31-07-2025,delivered,Bank Transfer,Central,0.2
O800370,C00150,P0008,1,16.96,11-07-2025, Cancelled ,Bank Transfer,Central,0.1
O728584,C00428,P0029,1,19.72,12-07-2025, DELAYED,Bank Transfer,West,0.15
O264605,C00317,P0005,1,22.21,01-08-2025,delivered,PayPal,South,
O570770,C00166,P0011,4,8.26,01-08-2025,delivered,Bank Transfer,South,0
O283683,C00431,P0010,5,43.7,01-08-2025,Delayed,Bank Transfer,South,0.05
O598870,C00067,P0027,3,27.79,01-08-2025, DELAYED,Credit Card,Central,0.15
O820814,C00073,P0014,2,20.73,12-07-2025, DELAYED,PayPal,East,0.15
O120685,C00133,P0029,2,35.46,13-07-2025,Delivered,credit card,South,
O858215,C00097,P0026,5,25.32,02-08-2025,delivered,Credit Card,South,0.05
O877112,C00059,P0019,2,19.5,02-08-2025,Delayed,credit card,West,0
O963154,C00408,P0026,5,44.56,02-08-2025,delivered,Credit Card,Central,0.05
O979349,C00053,P0008,2,20.85,02-08-2025, DELAYED,credit card,North,0.1
O473088,C00056,P0010,3,22.79,13-07-2025,Delivered,Bank Transfer,South,
O303288,C00245,P0024,1,31.79,14-07-2025,Delayed,credit card,West,0
O323450,C00062,P0006,2,49.68,03-08-2025,Delayed,credit card,East,
O896121,C00142,P0027,1,44.98,03-08-2025,Delivered,Bank Transfer,North,0.15
O124376,C00468,P0019,2,25.47,03-08-2025,Delivered,Credit Card,Central,0.2
O820528,C00474,P0009,2,47.93,03-08-2025,delivered,Credit Card,South,0.05
O624984,C00227,P0021,2,29.56,14-07-2025,Delayed,Bank Transfer,East,0.05
O454559,C00443,P0006,4,44.57,15-07-2025,Delivered,PayPal,North,0.2
O447054,C00238,P0007,1,17.27,04-08-2025, Cancelled ,PayPal,South,
O430266,C00104,P0016,2,28.57,04-08-2025, Cancelled ,PayPal,West,
O770892,C00050,P0007,1,45.67,04-08-2025, Cancelled ,Credit Card,South,0.2
O624662,C00185,P0026,three,35.43,04-08-2025,delivered,Bank Transfer,East,
O941026,C00382,P0016,5,9.83,15-07-2025, DELAYED,Bank Transfer,West,0.05
O763778,C00169,P0013,2,31.73,16-07-2025, Cancelled ,PayPal,East,0.2
O358431,C00105,P0021,4,10.31,05-08-2025, Cancelled ,Bank Transfer,North,0.2
O359398,C00312,P0026,3,27.2,05-08-2025, Cancelled ,PayPal,North,0.1
O588589,C00313,P0017,1,14.13,05-08-2025,delivered,Bank Transfer,West,0
O122651,C00456,P0029,4,26.13,05-08-2025,delivered,PayPal,Central,
O289432,C00232,P0004,4,45.53,16-07-2025, DELAYED,PayPal,North,
O849110,C00326,P0030,3,44.11,17-07-2025,Delayed,Credit Card,North,0.15
O572526,C00113,P0013,5,22.91,06-08-2025,Delayed,Credit Card,East,0.2
O936057,C00046,P0024,5,40.54,06-08-2025, DELAYED,credit card,West,
O112464,C00495,P0016,1,21.4,06-08-2025, DELAYED,Credit Card,West,0.15
O176495,C00021,P0020,3,21.37,06-08-2025,delivered,Bank Transfer,East,0.05
O823650,C00324,P0029,3,29.44,17-07-2025, DELAYED,Credit Card,South,0.2
O708060,C00471,P0023,5,12.37,18-07-2025,Delivered,PayPal,East,0.15
O838846,C00357,P0028,2,42.77,07-08-2025,delivered,PayPal,West,0.1
O550873,C00045,P0012,2,9.64,07-08-2025,Delivered,Credit Card,North,0.1
O498988,C00381,P0008,2,11.64,07-08-2025, Cancelled ,Credit Card,West,0
O425996,C00289,P0022,3,27.32,07-08-2025,Delayed,credit card,West,0.2
O369881,C00269,P0029,1,25.98,18-07-2025, DELAYED,PayPal,South,0
O815580,C00108,P0001,4,49.21,19-07-2025, DELAYED,Bank Transfer,East,0.15
O120380,C00048,P0010,4,44.11,08-08-2025,Delivered,PayPal,South,0.1
O275128,C00334,P0015,2,22.88,08-08-2025, DELAYED,Credit Card,East,0
O156206,C00009,P0005,5,36.32,08-08-2025, DELAYED,Bank Transfer,East,0.15
O407115,C00295,P0014,2,29.08,08-08-2025,Delivered,Credit Card,South,0.15
O865132,C00059,P0003,4,36.42,19-07-2025,Delivered,PayPal,South,0.15
O992790,C00352,P0009,3,31,20-07-2025,Delivered,Bank Transfer,West,
O167008,C00144,P0013,5,27.87,09-08-2025,Delivered,PayPal,West,0.2
O384699,C00174,P0007,5,16.54,09-08-2025, Cancelled ,Bank Transfer,North,0.2
O775987,C00279,P0024,4,14.57,09-08-2025, DELAYED,Bank Transfer,East,0.2
O871258,C00158,P0013,1,8.8,09-08-2025, Cancelled ,credit card,North,0.2
O657370,C00327,P0030,1,36.47,20-07-2025,delivered,Bank Transfer,East,0.2
O103110,C00198,P0006,3,19.87,21-07-2025, DELAYED,Credit Card,South,0.2
O859662,C00208,P0025,3,27.81,10-08-2025,delivered,credit card,West,0.2
O379582,C00353,P0029,1,15.74,10-08-2025, Cancelled ,PayPal,South,
O638303,C00464,P0025,1,17.17,10-08-2025, DELAYED,PayPal,North,0
O184957,C00473,P0006,3,19.48,10-08-2025,Delivered,PayPal,East,0
O327026,C00045,P0026,5,24.79,21-07-2025,Delayed,credit card,South,0.1
O204148,C00183,P0007,1,9.8,22-07-2025,delivered,Bank Transfer,West,0.1
O362682,C00385,P0025,3,46.74,11-08-2025,Delivered,credit card,North,0
O792284,C00301,P0023,5,38.28,11-08-2025,Delivered,credit card,East,0.1
O196568,C00151,P0026,3,23.68,11-08-2025, Cancelled ,Credit Card,South,0.15
O793254,C00302,P0007,3,27.83,11-08-2025, DELAYED,Bank Transfer,East,0
O142459,C00263,P0004,5,46.32,22-07-2025,delivered,credit card,Central,0.05
O501728,C00456,P0004,3,46.35,23-07-2025,delivered,Bank Transfer,South,0.05
O563413,C00240,P0009,4,33.18,12-08-2025,Delivered,credit card,Central,0.1
O891725,C00185,P0024,4,15.37,12-08-2025,delivered,PayPal,East,0.2
O269763,C00054,P0028,4,35.51,12-08-2025,Delivered,Credit Card,Central,0.1
O235806,C00500,P0011,5,46.72,12-08-2025, DELAYED,Credit Card,West,0.15
O143970,C00033,P0010,2,29.41,23-07-2025,Delayed,Bank Transfer,West,0.2
O770065,C00396,P0018,2,19.46,24-07-2025,delivered,PayPal,South,0.2
O877142,C00198,P0019,1,47.47,13-08-2025,Delayed,PayPal,North,0.1
O629967,C00141,P0016,3,30.63,13-08-2025, Cancelled ,PayPal,East,0
O789387,C00307,P0001,5,38.41,13-08-2025,delivered,Bank Transfer,South,
O243534,C00259,P0002,1,26.84,13-08-2025, DELAYED,Credit Card,North,0.05
O285690,C00163,P0012,1,27.71,24-07-2025,Delayed,Bank Transfer,South,0.05
O793209,C00028,P0011,2,44.61,25-07-2025,Delayed,Credit Card,North,0.15
O651525,C00243,P0008,3,23.08,14-08-2025,delivered,Credit Card,East,
O691712,C00151,P0010,5,26.86,14-08-2025, Cancelled ,credit card,Central,
O374860,C00020,P0003,4,21.14,14-08-2025, DELAYED,credit card,West,0.05
O403638,C00108,P0027,5,19.22,14-08-2025, DELAYED,credit card,North,0.1
O323924,C00457,P0030,5,15.8,25-07-2025,Delivered,credit card,East,0.15
O929114,C00208,P0018,4,48.03,26-07-2025,delivered,PayPal,East,0.05
O854947,C00143,P0013,2,39.47,15-08-2025,Delayed,PayPal,West,0.1
O667600,C00437,P0002,2,31.96,15-08-2025,Delivered,PayPal,West,0.2
O578868,C00244,P0018,3,38.41,15-08-2025,delivered,Credit Card,East,0.05
O508301,C00053,P0002,4,33.87,15-08-2025, DELAYED,Credit Card,West,0.1
O589213,C00100,P0024,4,41.25,26-07-2025, Cancelled ,PayPal,East,0.1
O436218,C00139,P0022,4,18.64,27-07-2025,Delivered,Credit Card,West,0.2
O557455,C00316,P0015,2,14.35,16-08-2025,Delivered,credit card,Central,0
O329607,C00193,P0027,2,26.84,16-08-2025,Delayed,PayPal,West,0.15
O738737,C00462,P0025,5,24.97,16-08-2025, DELAYED,Credit Card,Central,0.1
O130495,C00359,P0028,5,21.59,16-08-2025,Delayed,PayPal,Central,
O404741,C00459,P0009,4,9.49,27-07-2025,Delivered,PayPal,Central,0.15
O408907,C00400,P0009,1,21.5,28-07-2025, Cancelled ,Credit Card,East,0.05
O815716,C00047,P0017,2,14.59,17-08-2025,Delivered,Credit Card,Central,0.15
O441373,C00484,P0028,1,49.18,17-08-2025,delivered,PayPal,North,0.2
O563418,C00291,P0017,1,27.55,17-08-2025, Cancelled ,credit card,East,
O772472,C00358,P0027,2,24.3,17-08-2025, Cancelled ,Bank Transfer,Central,
O652944,C00051,P0028,1,18.25,28-07-2025,Delivered,Bank Transfer,North,
O333425,C00421,P0015,2,25.84,29-07-2025, DELAYED,PayPal,North,0.05
O572079,C00092,P0003,5,32.09,18-08-2025,Delivered,PayPal,South,0.15
O304458,C00264,P0003,3,40,18-08-2025,Delayed,Bank Transfer,North,0.2
O334583,C00396,P0004,5,23.97,18-08-2025, Cancelled ,Bank Transfer,East,
O218113,C00276,P0010,1,33.54,18-08-2025,Delayed,PayPal,South,0.15
O675709,C00475,P0030,5,14.9,29-07-2025,delivered,credit card,East,0.05
O852495,C00295,P0001,4,48.83,30-07-2025,Delayed,credit card,North,0.1
O114581,C00453,P0013,1,36.15,19-08-2025,delivered,Bank Transfer,Central,0.1
O869739,C00303,P0012,2,49.68,19-08-2025, DELAYED,Bank Transfer,East,0.2
O627371,C00035,P0001,3,12.94,19-08-2025,Delayed,credit card,West,0.2
O446256,C00376,P0005,5,47.72,19-08-2025,Delayed,Bank Transfer,Central,0
O629295,C00282,P0009,4,33.63,30-07-2025,delivered,Bank Transfer,East,0.2
O660778,C00242,P0014,2,34.31,31-07-2025, DELAYED,Bank Transfer,South,0.05
O682145,C00130,P0013,4,37.01,20-08-2025, Cancelled ,Credit Card,Central,0.15
O520047,C00222,P0011,5,46.56,20-08-2025, Cancelled ,Bank Transfer,West,0.05
O552647,C00355,P0018,3,43.68,20-08-2025,delivered,credit card,West,0.15
O900419,C00015,P0014,4,38.94,20-08-2025, DELAYED,Bank Transfer,North,
O827688,C00329,P0014,4,32.67,31-07-2025, Cancelled ,credit card,West,0.1
O219948,C00120,P0006,5,41.84,01-08-2025,Delayed,Credit Card,Central,0.2
O425141,C00016,P0002,2,40.42,21-08-2025,Delivered,PayPal,South,0.2
O161630,C00173,P0002,1,20.6,21-08-2025, DELAYED,Bank Transfer,South,0.1
O103312,C00314,P0005,3,43.69,21-08-2025, DELAYED,PayPal,West,0.15
O242110,C00232,P0012,5,37.76,21-08-2025,Delayed,Credit Card,North,0.05
O356090,C00342,P0005,4,37.84,01-08-2025, DELAYED,Credit Card,Central,0.15
O102182,C00021,P0002,2,24.4,02-08-2025,delivered,credit card,South,
O879346,C00014,P0023,2,37.05,22-08-2025, Cancelled ,Credit Card,East,
O363989,C00028,P0024,1,18.29,22-08-2025, Cancelled ,Credit Card,Central,
O401157,C00291,P0002,3,35.14,22-08-2025,Delayed,PayPal,North,0
O787776,C00245,P0021,4,15.66,22-08-2025, DELAYED,Credit Card,East,0.05
O428734,C00182,P0001,1,17.08,02-08-2025,Delayed,credit card,Central,0.1
O602302,C00103,P0020,1,44.03,03-08-2025, DELAYED,credit card,Central,0
O171868,C00191,P0008,5,44.09,23-08-2025,Delivered,credit card,Central,
O216716,C00428,P0015,2,29.55,23-08-2025,Delayed,credit card,West,0.05
O165413,C00196,P0027,5,31.89,23-08-2025, Cancelled ,Credit Card,South,0
O546637,C00055,P0023,1,13.07,23-08-2025, DELAYED,PayPal,Central,
O711111,C00124,P0024,5,28.04,03-08-2025,Delayed,Credit Card,North,0.05
O150872,C00140,P0024,1,30.09,04-08-2025, DELAYED,Credit Card,North,0.05
O181785,C00358,P0006,2,48.61,24-08-2025, Cancelled ,Credit Card,South,0.2
O131605,C00444,P0015,2,9.42,24-08-2025, DELAYED,credit card,North,0.15
O758679,C00468,P0016,2,20.27,24-08-2025, DELAYED,Bank Transfer,Central,0.15
O425005,C00092,P0008,2,17.84,24-08-2025,Delivered,Credit Card,East,0.15
O702846,C00265,P0018,4,12.52,04-08-2025, Cancelled ,credit card,East,
O960822,C00388,P0026,3,32.28,05-08-2025,delivered,credit card,South,0.1
O512793,C00029,P0029,4,8.53,25-08-2025,Delayed,Bank Transfer,West,0.1
O540606,C00171,P0017,1,9.12,25-08-2025, Cancelled ,Bank Transfer,North,0.1
O223884,C00174,P0009,2,33.12,25-08-2025, DELAYED,PayPal,South,0.1
O819840,C00365,P0004,4,45.49,25-08-2025,Delayed,PayPal,South,
O256565,C00039,P0020,3,36.26,05-08-2025,Delayed,Bank Transfer,West,0.2
O504799,C00220,P0028,3,42.43,06-08-2025,Delayed,credit card,East,0.05
O887101,C00118,P0030,1,24.51,24-08-2025,Delivered,PayPal,South,0.2
O142363,C00295,P0018,3,38.94,24-08-2025,delivered,Bank Transfer,West,0.2
O316866,C00490,P0008,1,17.68,24-08-2025, Cancelled ,PayPal,South,0.1
O225096,C00389,P0020,2,21.71,24-08-2025, Cancelled ,Credit Card,East,0.1
O648880,C00333,P0023,4,24.48,04-08-2025,Delayed,Bank Transfer,Central,0
O394953,C00244,P0008,2,32.83,05-08-2025, Cancelled ,Bank Transfer,East,0.15
O847031,C00008,P0021,3,28.78,23-08-2025, Cancelled ,Credit Card,West,0.15
O264112,C00426,P0004,4,49.21,23-08-2025, DELAYED,Bank Transfer,South,0.15
O400679,C00322,P0001,3,48.45,23-08-2025, Cancelled ,Bank Transfer,Central,0.15
O661637,C00301,P0009,4,41.61,23-08-2025,Delayed,Bank Transfer,West,0.2
O752154,C00008,P0027,1,45.98,03-08-2025, Cancelled ,PayPal,East,0
O873847,C00202,P0015,4,45.93,04-08-2025, Cancelled ,Credit Card,South,0
O423983,C00399,P0007,2,13.15,22-08-2025,delivered,Bank Transfer,West,
O634273,C00353,P0006,5,21.98,22-08-2025,Delivered,Bank Transfer,North,0.15
O763361,C00058,P0022,3,20.49,22-08-2025,delivered,credit card,Central,0.15
O845877,C00219,P0027,3,30,22-08-2025, DELAYED,credit card,South,
O563674,C00245,P0012,1,49.15,02-08-2025, DELAYED,credit card,East,
O372066,C00181,P0002,4,13.69,03-08-2025,delivered,Bank Transfer,East,0.2
O806940,C00348,P0024,1,9.17,21-08-2025,Delayed,Credit Card,East,0.15
O439186,C00330,P0017,2,31.25,21-08-2025,Delivered,credit card,South,0.15
O220514,C00459,P0001,3,8.48,21-08-2025,Delivered,credit card,South,
O284603,C00036,P0023,1,49.06,21-08-2025,Delayed,Credit Card,Central,0
O923787,C00064,P0021,4,40.88,01-08-2025, DELAYED,credit card,South,
O313314,C00228,P0025,3,33.99,02-08-2025,Delayed,PayPal,East,0.05
O571969,C00193,P0019,5,34.53,20-08-2025, DELAYED,credit card,West,
O467072,C00215,P0024,1,11.57,20-08-2025,delivered,Credit Card,West,
O486171,C00418,P0007,5,30.72,20-08-2025,Delayed,PayPal,North,0
O946587,C00189,P0016,5,27.66,20-08-2025,delivered,credit card,East,
O303945,C00271,P0004,2,41.47,31-07-2025,delivered,Bank Transfer,West,0
O375438,C00404,P0026,4,8.69,01-08-2025,delivered,PayPal,West,0.05
O770708,C00071,P0014,1,12.48,19-08-2025,delivered,Credit Card,South,0.05
O889741,C00225,P0010,2,9.9,19-08-2025, DELAYED,credit card,Central,0
O103714,C00132,P0027,2,34.96,19-08-2025,Delayed,Bank Transfer,South,0.05
O518602,C00220,P0021,3,31.63,19-08-2025,Delayed,Credit Card,Central,
O255251,C00120,P0017,1,15.24,30-07-2025, DELAYED,PayPal,Central,0.2
O579838,C00281,P0022,5,17.39,31-07-2025,delivered,credit card,West,0
O978719,C00379,P0019,3,45.68,18-08-2025, DELAYED,Credit Card,East,0.15
O196860,C00038,P0029,2,45.88,18-08-2025, Cancelled ,PayPal,North,0.1
O500840,C00368,P0026,2,13.68,18-08-2025, Cancelled ,Credit Card,East,0.1
O837068,C00227,P0004,4,40.89,18-08-2025,Delivered,Bank Transfer,North,
O454402,C00429,P0021,2,49.68,29-07-2025,delivered,credit card,Central,
O536999,C00313,P0029,2,26.65,30-07-2025,delivered,PayPal,West,0.2
O946744,C00365,P0007,5,36,17-08-2025,delivered,credit card,West,0.15
O982650,C00254,P0008,1,24.92,17-08-2025, DELAYED,Credit Card,Central,
O173065,C00019,P0011,1,23.24,17-08-2025,delivered,PayPal,East,0.1
O466371,C00312,P0010,5,46.78,17-08-2025, DELAYED,Bank Transfer,West,0.1
O929417,C00100,P0026,5,26.38,28-07-2025, DELAYED,Bank Transfer,North,0.1
O353141,C00252,P0011,4,8.76,29-07-2025, Cancelled ,credit card,North,0.2
O748263,C00023,P0021,5,10.55,16-08-2025, Cancelled ,credit card,Central,0.2
O247608,C00378,P0026,2,26.18,16-08-2025,delivered,Bank Transfer,East,0
O753103,C00006,P0001,5,16.32,16-08-2025, Cancelled ,Credit Card,North,0.05
O655082,C00110,P0019,4,20.94,16-08-2025, DELAYED,PayPal,West,0.1
O403506,C00436,P0001,1,25.61,27-07-2025, Cancelled ,Bank Transfer,North,0.2
O576803,C00045,P0023,2,29.77,28-07-2025,Delivered,PayPal,Central,0
O273741,C00404,P0014,5,49.75,15-08-2025, DELAYED,PayPal,East,0.05
O508430,C00171,P0027,5,13.15,15-08-2025,Delayed,PayPal,South,0.2
O716730,C00438,P0015,2,18.55,15-08-2025,Delivered,credit card,West,0.15
O566852,C00279,P0004,1,20.03,15-08-2025, DELAYED,PayPal,West,0.15
O505168,C00026,P0010,1,32.73,26-07-2025, Cancelled ,credit card,West,
O140828,C00109,P0012,2,8.14,27-07-2025,Delivered,credit card,East,0.05
O799857,C00311,P0027,3,46.3,14-08-2025,Delivered,credit card,East,0.1
O946296,C00143,P0016,2,23.05,14-08-2025,Delayed,Credit Card,East,0.2
O908612,C00371,P0029,5,20.94,14-08-2025, DELAYED,PayPal,Central,0
O553559,C00014,P0020,2,13.78,14-08-2025, Cancelled ,Credit Card,Central,0.1
O498312,C00085,P0004,3,38.25,25-07-2025, DELAYED,Bank Transfer,East,0.05
O655380,C00249,P0015,4,30.16,26-07-2025,Delivered,PayPal,Central,0.2
O740995,C00392,P0018,5,43.75,13-08-2025, Cancelled ,PayPal,North,0.05
O818472,C00062,P0021,2,48.35,13-08-2025,delivered,credit card,North,0.15
O154830,C00173,P0012,1,41.12,13-08-2025,Delivered,Credit Card,North,0.1
O271336,C00162,P0008,2,26.24,13-08-2025,delivered,Credit Card,Central,0.1
O872789,C00459,P0002,5,30.28,24-07-2025,delivered,Credit Card,North,0.2
O804709,C00417,P0015,2,28.46,25-07-2025,Delayed,Bank Transfer,South,0.2
O973873,C00069,P0025,5,38.76,12-08-2025, Cancelled ,Credit Card,West,0
O221811,C00294,P0023,2,40.17,12-08-2025,Delayed,credit card,North,
O983756,C00470,P0023,1,43.7,12-08-2025, DELAYED,PayPal,South,0
O708737,C00116,P0021,3,13.71,12-08-2025,Delayed,PayPal,North,0.15
O684768,C00370,P0030,1,19.77,23-07-2025,Delayed,Bank Transfer,Central,0.05
O499914,C00283,P0018,3,36.67,24-07-2025,Delayed,Bank Transfer,West,0
O437187,C00382,P0005,2,31.47,11-08-2025, DELAYED,PayPal,North,
O507343,C00362,P0011,4,45.21,11-08-2025,Delayed,credit card,East,0.2
O419691,C00034,P0010,1,26.41,11-08-2025, DELAYED,Bank Transfer,West,0
O772829,C00247,P0030,5,39.57,11-08-2025, Cancelled ,Credit Card,West,0.2
O994991,C00180,P0025,3,16.53,22-07-2025, DELAYED,credit card,West,0.1
O450313,C00032,P0013,5,31.23,23-07-2025, DELAYED,Bank Transfer,West,0.15
O966237,C00208,P0010,3,24.04,10-08-2025,delivered,PayPal,South,0.1
O779307,C00116,P0016,2,29.14,10-08-2025,Delivered,Bank Transfer,West,0
O964071,C00363,P0002,1,36.2,10-08-2025, DELAYED,PayPal,West,0.05
O982312,C00170,P0008,3,22.12,10-08-2025, Cancelled ,Bank Transfer,East,0.2
O800970,C00301,P0004,5,46.88,21-07-2025, DELAYED,Bank Transfer,South,0.05
O479336,C00021,P0016,4,16.37,22-07-2025, Cancelled ,credit card,Central,0.15
O245775,C00206,P0010,3,44.87,09-08-2025,Delivered,PayPal,East,0
O473989,C00300,P0004,1,25.25,09-08-2025, Cancelled ,PayPal,South,
O495812,C00080,P0024,2,16.32,09-08-2025,Delayed,Bank Transfer,West,0.2
O976586,C00461,P0014,4,22.64,09-08-2025,Delivered,PayPal,Central,
O120610,C00192,P0018,2,45.6,20-07-2025, Cancelled ,Credit Card,North,0
O164480,C00311,P0010,3,49.13,21-07-2025, Cancelled ,Credit Card,East,0.15
O147906,C00026,P0030,1,36.03,08-08-2025, Cancelled ,Credit Card,North,
O424743,C00215,P0029,4,44.39,08-08-2025, DELAYED,PayPal,Central,0.15
O277077,C00023,P0004,3,41.19,08-08-2025, Cancelled ,Bank Transfer,North,
O842283,C00431,P0005,4,21.36,08-08-2025,delivered,credit card,West,0.15
O570639,C00177,P0019,3,12.41,19-07-2025, Cancelled ,Bank Transfer,South,0.2
O591895,C00433,P0010,2,12.37,20-07-2025, Cancelled ,credit card,Central,0.05
O699325,C00436,P0018,5,28.47,07-08-2025, DELAYED,Credit Card,Central,0.1
O205689,C00455,P0029,3,34.05,07-08-2025, DELAYED,Bank Transfer,Central,0.2
O499588,C00028,P0017,3,21.72,07-08-2025,Delayed,credit card,East,0.2
O255446,C00030,P0007,5,41.97,07-08-2025, DELAYED,credit card,Central,0.2
O632407,C00372,P0023,3,24.61,18-07-2025,Delivered,PayPal,East,
O838485,C00459,P0022,3,20.29,19-07-2025, DELAYED,credit card,North,
O401145,C00023,P0016,4,36.56,06-08-2025,delivered,Bank Transfer,Central,0.05
O532481,C00205,P0025,2,45.26,06-08-2025, DELAYED,Bank Transfer,North,0.05
O568667,C00469,P0002,1,22.79,06-08-2025,delivered,Bank Transfer,East,0
O714224,C00128,P0007,2,18.66,06-08-2025,Delivered,Bank Transfer,East,0.1
O894863,C00066,P0025,5,26.38,17-07-2025, Cancelled ,credit card,South,0.1
O334802,C00369,P0010,2,20.32,18-07-2025, DELAYED,Bank Transfer,East,0.05
O780195,C00499,P0025,4,30.55,05-08-2025,Delivered,PayPal,Central,0
O446027,C00272,P0003,5,29.65,05-08-2025,delivered,Bank Transfer,North,0.1
O752588,C00001,P0025,4,13.5,05-08-2025,Delivered,PayPal,West,0.05
O731373,C00317,P0014,5,14.66,05-08-2025, Cancelled ,Credit Card,Central,0.05
O171618,C00235,P0006,2,10.97,16-07-2025, Cancelled ,credit card,Central,0.2
O564953,C00190,P0026,4,25.86,17-07-2025,delivered,Bank Transfer,West,0
O732825,C00023,P0013,1,22.94,04-08-2025, DELAYED,credit card,North,0.15
O149508,C00461,P0028,3,29.01,04-08-2025,Delayed,PayPal,East,0.15
O397067,C00129,P0005,1,43.68,04-08-2025,Delayed,PayPal,South,0.05
O481064,C00385,P0007,3,41.34,04-08-2025,Delivered,credit card,West,0
O711288,C00215,P0030,3,29.57,15-07-2025, Cancelled ,PayPal,Central,
O977925,C00273,P0015,2,14.07,16-07-2025,Delivered,Credit Card,South,
O931174,C00319,P0019,5,23.74,03-08-2025,Delayed,Credit Card,East,0.15
O776851,C00386,P0001,4,9.53,03-08-2025,Delivered,Credit Card,North,0.1
O975279,C00327,P0025,1,37.26,03-08-2025,Delayed,PayPal,West,
O628669,C00091,P0022,3,14.95,03-08-2025,delivered,Credit Card,South,0
O229509,C00379,P0003,1,41.56,14-07-2025,Delivered,Bank Transfer,East,0.05
O926950,C00019,P0017,3,44.6,15-07-2025, Cancelled ,PayPal,Central,0.1
O474470,C00168,P0022,5,17.31,02-08-2025, DELAYED,Credit Card,North,
O343727,C00462,P0002,2,13.45,02-08-2025,delivered,Bank Transfer,Central,0.2
O182356,C00118,P0023,3,48.67,02-08-2025,Delivered,credit card,North,0.05
O706850,C00139,P0016,5,16.03,02-08-2025,Delayed,Credit Card,East,0
O288367,C00148,P0017,3,46.66,13-07-2025,Delivered,PayPal,West,0.1
O599553,C00422,P0006,2,39.53,14-07-2025,Delivered,Credit Card,South,0.05
O831148,C00256,P0002,3,45.37,01-08-2025,Delivered,PayPal,West,0.2
O725652,C00307,P0015,5,42.21,01-08-2025,delivered,PayPal,Central,0.05
O715008,C00430,P0001,4,48.36,01-08-2025,delivered,Credit Card,East,
O855403,C00479,P0002,2,48.36,01-08-2025,Delivered,Credit Card,Central,
O682525,C00265,P0019,5,9.42,12-07-2025, Cancelled ,Bank Transfer,North,0
O930462,C00357,P0007,4,8.44,13-07-2025,Delayed,Bank Transfer,West,0.15
O816745,C00013,P0008,3,15.11,31-07-2025, Cancelled ,Bank Transfer,North,0.15
O720894,C00491,P0008,1,18.62,31-07-2025,Delayed,credit card,South,0.05
O877989,C00374,P0021,2,9,31-07-2025,Delayed,credit card,East,0.1
O329290,C00179,P0005,5,13.37,31-07-2025,Delivered,Bank Transfer,South,
O603308,C00445,P0008,5,21.59,11-07-2025,Delivered,Credit Card,South,0.15
O776679,C00440,P0014,4,16.02,12-07-2025,Delayed,Credit Card,Central,0.1
O446371,C00221,P0006,4,9.39,30-07-2025, DELAYED,PayPal,North,0.15
O122272,C00057,P0015,4,31.49,30-07-2025, Cancelled ,Credit Card,West,
O968302,C00016,P0002,5,46.11,30-07-2025,Delayed,credit card,East,0.05
O522541,C00387,P0003,2,42.36,30-07-2025,Delayed,PayPal,East,
O682355,C00146,P0005,4,49.8,10-07-2025,delivered,Credit Card,West,0.2
O772607,C00164,P0005,1,9.85,11-07-2025, DELAYED,PayPal,West,
O491076,C00142,P0006,3,9.46,29-07-2025, Cancelled ,PayPal,East,0.1
O524786,C00147,P0022,1,11.23,29-07-2025, Cancelled ,Credit Card,North,0.05
O690224,C00142,P0024,3,16.23,29-07-2025,Delivered,Bank Transfer,East,0.2
O494972,C00230,P0018,3,28.73,29-07-2025, DELAYED,credit card,East,0
O218961,C00454,P0002,5,13.97,09-07-2025, Cancelled ,Bank Transfer,North,
O968760,C00281,P0003,2,43.06,10-07-2025,Delivered,PayPal,South,0.2
O289534,C00076,P0002,2,10.15,28-07-2025, DELAYED,Bank Transfer,East,
O332860,C00166,P0013,1,8.19,28-07-2025,delivered,Credit Card,Central,0.15
O202952,C00464,P0022,1,46.61,28-07-2025,Delayed,PayPal,South,0.2
O970465,C00125,P0011,4,37.4,28-07-2025, Cancelled ,PayPal,East,0.2
O241406,C00370,P0027,4,23.78,08-07-2025, Cancelled ,Credit Card,West,0.2
O850920,C00411,P0005,1,13.89,09-07-2025,Delivered,credit card,West,
O683783,C00159,P0016,1,26.74,27-07-2025,Delivered,credit card,North,0.05
O561250,C00092,P0014,3,44.6,27-07-2025,Delivered,PayPal,Central,0.2
O207462,C00152,P0006,1,13.54,27-07-2025,delivered,credit card,South,0.15
